title,company,address,desc
Data Scientist,BMW of North America," Woodcliff Lake, NJ"," BMW Financial Services NA, LLC is one of the twenty-six worldwide subsidiaries of the Financial Services Division of BMW AG. Our momentum is moving at such a rapid pace that we continually exceed average international growth rates and we constantly create new opportunities for our employees worldwide. Be a part of our exciting growth by expressing interest in our Data Scientist position located at our Woodcliff Lake, NJ office.    Providing business answers prior to questions in the predictive analytical learning is a new domain for many businesses. The Data Scientist will have the ability to understand very large amounts of internal and external data in a mathematical and scientific approach. He or she will analyze business critical data and recommend improvements. The position includes working with large data sets (e.g. social media data, warranty data, sales, etc.) and conducting advanced analytical tasks. Examples include data conversions, ETL, filtering, aggregations and data mining. The Data Scientist serves as a primary point of contact for other business, executive managers and specialists on the team providing expert knowledge and troubleshooting skills in understanding of complex data sets.   Join the BMW Financial Services team and enjoy a high-performance benefits package which includes:     Company paid medical, dental and vision insurance  Employee car program  401(k) savings plan Retirement Income Account (RIA)   Even more so than the generous compensation and benefits, the culture and values of BMW Financial Services make it the ultimate working environment. These values include such things as, Uniqueness Through Diversity, Mutual Respect, and Taking Risks. We allow these values and service standards to guide the way we conduct ourselves and our business.   What are you waiting for? Put yourself in the driver's seat of your career and apply for our Data Scientist position today!  Minimum Requirements: Bachelor's Degree 3 - 5 years post university experience in advanced analytics in the fields of data science and applying specific data analytics methods in retail/finance/customer or social media Expert knowledge in conducting statistical analytics (statistical modeling, clustering, predictive analytics) Expert knowledge in one or more business intelligence and data discovery systems: Qlikview, Tableau, MAPD, etc. Advanced knowledge and experience in computer science, machines learning adn algorithms Expert knowledge in one or more of the following programming languages: Python, Java, C  Advanced knowledge in database technologies: SQL, Oracle, SQLServer, SAP HANA, and NoSQL databases Advanced experience in statistical lnfrastructures: Hadoop and ecosystem (Hive, HBase, Splunk, Pivotal, Teradata, etc.) Expert ability to manage ETL and data streaming from multiple sources.     Preferences: MsC in computer science, mathematics/statistics/engineering with finance background/forensic/actuary preferred PhD in computer science, mathematics/statistics or related finance audit/forensic and actuary experience preferred Strong skills in mathematis/statistics or related finance audit/forensic and actuary experience       "
Data Analyst - Medical Focus,Grand Rounds," San Francisco, CA"," Our analysts come from variety of backgrounds and individual roles are tailored to each individuals interests and experience. This opportunity is ideal for someone with a pre-med or healthcare policy background. Someone with the confidence to wade deep into clinical literature and the analytical ability to step back and construct complicated decision-tree models. The role offers the chance to develop a wide range of skills while tackling new, unanticipated challenges on a daily basis. In particular, you will develop a deep understanding of the health care system and the impact of medical decision making on both health outcomes and spending. Were looking for potential here: a passion for healthcare, an eagerness to learn new tools, and the desire to do whatever it takes to help the team.Requirements:Strong undergraduate performance (high G.P.A., difficult coursework, etc.)Background in biology, medicine, and/or healthcare policyExcellent analytical abilityIntellectual curiosityGrand Rounds is an Equal Opportunity Employer and considers applicants for employment without regard to race, color, religion, sex, orientation, national origin, age, disability, genetics or any other basis forbidden under federal, state, or local law. Grand Rounds considers all qualified applicants in accordance with the San Francisco Fair Chance Ordinance."
Senior Data Scientist Sales Analytics,Chegg," Santa Clara, CA"," Senior Data Scientist - Sales AnalyticsAnalytics | Santa Clara, CA, United States Your goal: to improve the education process and better the lives of students -- through data and Analytics. The organization: Analytics The Analytics team is central to Chegg  supporting every business line and functional organization at the company. It is a team composed of data scientists, engineers, mathematicians, statisticians, and business analysts. The team influences strategy and tactics of Cheggs product roadmap and engineering; organizes and monitors marketing and promotion efforts; engages with financial planners; and is responsible for the planning and execution of several components of the supply chain. The role: Students interact with Chegg through a number of products  from online tutoring to e-textbook rental usage to finding a new job. From these interactions, Chegg learns a lot about the behavior and preferences of students. This role would work to quantify student attributes and preferences, and help our marketing services team tell the stories of students to advertisers and brand partners. A key part of this role is the ability to quantify and clearly communicate what our data us telling us about our students. The right person will quickly grasp new and different datasets, and quickly drive meaningful insights from them. This person will work regularly with every part of Chegg, balance multiple efforts, and leverage other analytics team members and their skills to deliver insights. The ideal candidate is excited about joining our teams mission to help students save time, save money and get smarter. Responsibilities:Perform advanced analytics on all Chegg customer data. Analyze who our customers are, what they are interested in, and what offerings would best match their preferences.Develop and define key product and business insights to help guide decision-makers and executives in the marketing services business. Estimate the value of different brand partnership alternatives  from changes to the site experience to textbook inserts, and evaluate new brand partnership business opportunitiesDevelop presentations to communicate broadly across the product groups and business units.Requirements: MBA or masters degree in a quantitative field (Computer Science, Statistics, Economics, Finance, Applied Mathematics, Operation Research, Engineering, etc.3-5 years of demonstrated success in data or business analytics, product management analytics, and proven project management experience.Experience in presenting analytical insights to executive staff, strong communications skills.Experience working with BI or data visualization tools, and statistical tools such as R.Experience working with data analysis with Salesforce CRM.Passionate about producing high-quality analytics deliverables and communicating results to a broad audience.Extensive analytical toolset including an advanced understanding of statistics (time series analysis, cluster analysis, multivariate analysis), discrete simulation, linear and nonlinear optimization.Self-motivated; independent, organized and proactive; highly responsive, flexible, and adaptable when working across multiple product teams.Chegg out our culture and benefits!http://www.chegg.com/jobs/benefitshttps://www.youtube.com/watch?v=YYHnkwiD7Oohttp://techblog.chegg.com/ Chegg is an Equal Opportunity Employer"
Data Science Lead,Asana," San Francisco, CA"," Data Science Lead At Asana, we build collaboration & communication software to help every team in the world work together effectively and realize their visions. We have a data-informed culture that strives to both leverage data to guide product exploration and to learn from all our efforts. The Data Science Lead will have the opportunity to direct that intention to maximize its impact. As the Asana product grows, were generating an extremely interesting dataset of how work happens inside of companies, and you will have the opportunity to use that data to help humanity thrive. Responsibilities  Be the Directly Responsible Individual for Data Science at Asana Build a world-class data science organization, from engineers to sociologists Manage and coach the data scientists as humans, engineers, and scientists Build relationships with people all over the org to maximize the impact of data science at Asana Provide the vision for how to grow the impact of data science at Asana Initially do hands-on data science at a quality level that is exemplary for the rest of the team   Sample Data Science Projects  ETL Performance and Scalability Experimental Analysis Tooling Exploratory Product Analysis Logging Standardization Metric Definition Monetization Modeling Retention/Churn Prediction  You are  Skillful with people Full of ideas about how data can help the world Articulate and insightful when explaining the stories that numbers tell  Learn more about Engineering at Asana. Visit our Engineering Site.   Apply Now   Share on LinkedIn   Share on Twitter   Share on Facebook   We offer a $20k referral bonus for this role."
Data Science,ZenPayroll," San Francisco, CA"," Love building highly complex, scalable models that help make business decisions that impact billions of dollars? Do you have a passion for using data analytics to understand how users interact with products? ZenPayroll is on a mission to provide delightful, modern payroll to businesses everywhere. We are proud to have built a product that our customers love, and were looking for the founding member of our data science team to join the family. At ZenPayroll, you will:  Be an owner of everything data at the company Help strengthen a culture of making decisions based on rigorous statistical analysis Build models that enable the product to make best decisions for customers Use historical data to build models that help detect fraudulent activities Be surrounded by individuals who are doing the best work of their lives and loving every moment of it  We are looking for people who:  Are passionate for both the modeling and analytical aspects of data science Can work with product and engineering teams to incorporate data driven solutions to the existing product Have a proven track record of doing funnel analysis and suggesting improvements to the product based on the results of opportunity analysis and experimentation Experience with R, Vertica, SQL in addition to a scripting language (python, etc.) building models and processing production data 1+ years of industry work experience at a tech company is required  Desired  Experience collaborating with engineering teams and help code solutions is a plus "
"Data Engineer, Data Sciences",Emdeon," San Mateo, CA"," The new Data Science group was formed to dramatically increase leverage of Emdeons data assets to create material new revenue opportunities, both within specific Business areas and also across multiple lines of business. With data and transactions from more than 1,200 payers and 340,000 providers, Emdeon is uniquely positioned to impact US Healthcare.Do you like working with data? Do you want to use data to influence product decisions for products being used by over a third of US healthcare? If yes, we want to talk to you. Our data engineering team works very closely with Product Managers, Data Scientists and Architects to figure out ways to acquire and maintain data to support new and existing data products. In this role, you will see a direct link between your work and company growth. In this role, you will work with some of the brightest minds in the industry, and you'll get an opportunity to solve some of the most challenging business problems in healthcare at a scale that few companies can match. ResponsibilitiesInterface with data scientists, engineers and product managers to understand data needsBuild data expertise and own data quality for allocated areas of ownershipDesign, build and launch new data models Design, build and launch new data extraction, transformation and loading processes Building key data sets to empower operational and exploratory analysisDefine and manage SLA for all data sets in allocated areas of ownershipWork with data infrastructure to triage infra issues and drive to resolution"
"Data Engineer, Data Sciences",Emdeon," Nashville, TN"," The new Data Science group was formed to dramatically increase leverage of Emdeons data assets to create material new revenue opportunities, both within specific Business areas and also across multiple lines of business. With data and transactions from more than 1,200 payers and 340,000 providers, Emdeon is uniquely positioned to impact US Healthcare.Do you like working with data? Do you want to use data to influence product decisions for products being used by over a third of US healthcare? If yes, we want to talk to you. Our data engineering team works very closely with Product Managers, Data Scientists and Architects to figure out ways to acquire and maintain data to support new and existing data products. In this role, you will see a direct link between your work and company growth. In this role, you will work with some of the brightest minds in the industry, and you'll get an opportunity to solve some of the most challenging business problems in healthcare at a scale that few companies can match. This role has the opportunity to be based in either San Mateo, CA or Nashville, TN.ResponsibilitiesInterface with data scientists, engineers and product managers to understand data needsBuild data expertise and own data quality for allocated areas of ownershipDesign, build and launch new data models Design, build and launch new data extraction, transformation and loading processes Building key data sets to empower operational and exploratory analysisDefine and manage SLA for all data sets in allocated areas of ownershipWork with data infrastructure to triage infra issues and drive to resolution"
"Data Science, Systems Engineer",Audible," Newark, NJ"," Job Description     SHORT JOB DESCRIPTION: 1. create, maintain and plan the necessary computational environments within AWS necessary for all research and modeling efforts. 2. partner with hosting team to strategize on the design of the model production environment(s). 3. create environments for hosting third party data for research and development, partner with hosting team to strategize on the host environment needs. 4. create model maintenance protocol and practice, and partner with the hosting team to strategize on the design of model maintenance systems and practice.  LONG JOB DESCRIPTION: The Systems Engineer will design, implement, and oversee the operations of a system to manage a high volume, commercially valuable, and technically challenging Data Science lab. The project involves several aspects typical of current data-science: near real time, large volumes, transformations, escrow into reportable forms, analysis for patterns, long term storage, and global scope. The system will be built inside Amazons AWS cloud using state of the art technologies.  Duties & Responsibilities: Responsible for designing an overall solution to the problem: proper subsystem selection, partitioning of the processing problems, operations, and analysis of the business problems must be considered Responsible for scaling and availability of the designed system. Manages Amazon Web Services (AWS) footprint including costs, evolution, privacy, security, etc. Must be able to integrate the new system with existing products and infrastructure. Configures virtualized environments within AWS to support organizational goals (to include VPN, gateways, routing, security groups, IAM policy, and virtual hosts) Leads the effort surrounding traditional Extract, Transform, and Load capabilities with the ability to crossover to modern message bus technology such as Apache Storm, RabbitMQ, and/or AWS Kinesis Defines appropriate data archival strategy appropriate to working with massive scale, exponentially increasing datasets Responsible for scaling backend data storage platforms spanning to a multi petabyte storage environment Shows a strong ability to see below the superficial first layers of complex problem spacesefficiently employs the tools appropriate to solve the problem at hand      Basic Qualifications     Qualifications, Experience and Skills:Bachelors degree with at least 5 years of experience in the field. MS degree or with specialty in Computer Science or Advanced Analytics strongly preferredMust have a demonstrated ability to manage system availabilityMust have a demonstrated ability to understand and design solutions for extremely large and mutable data sets. This should include exposure to the many data science tools: Reporting, database scaling, information retrieval, machine learning, data mining, distributed systems reliability, file systems, ETL, caching, grid computing, etc. are all relevant to the task.Must have the ability to design DevOps and operational processes.Must have a demonstrated experience base with a virtualized environment  AWS is a plus.Experience in Linux-based operating environmentsSolid experience in data quality/integrity assessment techniquesExcellent organizational, multi-tasking time management, problem-solving, communications and analytical skills      Preferred Qualifications     About Audible Audible, Inc., an Amazon.com, Inc. subsidiary (NASDAQ:AMZN), has a simple ambition: deliver spoken word audio content  anytime, anywhere  to enrich and change lives. From the curious-minded listener whose commute has been transformed from drudgery into treasured time for entertainment and enlightenment, to the troubled reader gaining new access to a world of great literature and more, were proud to say were succeeding. And its not just our listeners who tell us their lives have been touched by Audible; we have empowered and inspired a community of modern creators  authors, teachers, artists, actors, etc.  to express themselves in the intimate, immersive and captivating medium that is spoken word audio.  While part of the Amazon family (with the obsessive focus on delighting our customers to prove it), Audible still operates independently and retains the energetic, inventive, and entrepreneurial spirit evident when founded in 1996 and inventing the first mp3 player. Fanatical listeners have downloaded our apps on hundreds of digital devices across the globe, accessed our catalog of over 180,000 titles in 25+ categories, and helped us become the top rated audiobook app on iOS and Android.       "
Senior Data Science Analyst,Udemy," San Francisco, CA"," Lets Go.Lets go inspire 100 million people learn anything they can imagine. Lets go inspire 100,000 instructors to share their knowledge with the world. Lets go help 10,000 businesses to change the way their employees learn.Learn. Empathize. Take Ownership. nnovate. Show Passion.Get Stuff Done. Open Up.ABOUT UDEMYUdemy is an online marketplace where anyone in the world can take or teach a course on virtually anything, whenever and wherever they want. Our mission is to empower on-demand learning thats accessible to all by offering instruction in a way thats affordable, simple, and flexible, so individuals can fulfill their limitless potential on their own terms.Our more than 7 million students can gain skills to launch a new career, advance in their current field, or try something new for their own personal development by choosing from more than 30,000 courses in 80+ languages. Our instructors are passionate experts who want to share their knowledge with a broad audience. Udemy also works with companies to help them develop more effective and engaging skills-based training for their employees. Founded in 2010, Udemy is privately owned and funded by Stripes Group, Norwest Venture Partners, Insight Venture Partners, Lightbank, MHS Capital, Learn Capital, and 500 Startups, among others. Udemy is headquartered in San Franciscos SOMA neighborhood and has offices in Dublin, Ireland, and Ankara, Turkey. Compensation includes full time salary, equity compensation plan, and competitive benefits (including healthcare, commuter benefits and an unlimited vacation policy).  POSITION DESCRIPTIONWe're a small team with a big mission - to help anyone learn anything, online. We're looking for folks who are incredibly hungry, passionate, smart, fun, scrappy, (we could go on :-)) to help us achieve that mission.In this position you will work on data problems that drive business decisions for the growth team and the entire company: how can we best acquire new customers/retain existing customers? How do our different marketing channels work together to bring a student to Udemy? What new data sources or tools would inform our analytics? Your insights will illuminate the path for the rest of the team and people will look at you to crack the toughest data problems. You can take leadership on projects and work well independently and also cross-functionally to get your insights implemented. Are you excited already?This role is for someone who is able to make the data sing, discover hidden patterns, and communicate the results in a clear and effective way. Oftentimes the data is ambiguous and the problem is not well defined - but you are able to clarify both of these things and move forward. You are always careful about validating your approach and delivering results that are both actionable and highly reliable. KEY RESPONSIBILITIES  Continuously improve the quality and accessibility of our data   Support the Growth team with business analytics and insights that will drive investment and action   Define key metrics, build dashboards and visualizations to drive business decisions   Generate ideas for analyses, then shift quickly to execution   Perform rigorous statistical analysis to identify the drivers of key business metrics   Mine and structure data to prove hypotheses that will guide product development  QUALIFICATIONSThe ideal candidate is someone with:  A bachelors degree or equivalent in economics, statistics, math, physics, or engineering   3-5 years of experience in a highly analytical role at a fast-paced company, preferably in business insights or business analytics   Professional experience extracting, manipulating, and performing advanced statistical analysis on large data sets; conversant in SQL and R / pandas, or equivalent required; working knowledge of machine learning a big plus   Structured thinking and an affinity for data-driven decision making -- this includes the ability to translate complex problems into actionable insights that can be communicated to the business team   A self-starter mentality, a strong sense of ownership, and an insatiable appetite for learning   A team-oriented mindset and the ability to work with a wide range of individuals   A passion for online education and consumer internet products  WORK STRUCTURE & COMPENSATIONUdemy is based in SOMA, San Francisco. Compensation includes full time salary, equity compensation plan, and competitive benefits (including healthcare, commuter benefits and an unlimited vacation policy). Learn more about Udemy, our mission, culture, philosophies, and team. Udemy in the News:TechCrunch: Udemy Raises Another $65 Million To Help Anyone Learn AnythingWall Street Journal: Udemy Raises $65 Million to Become Netflix for EducationBloomberg: Why LinkedIn Is Tapping Into Online EducationForbes: Closing The Skills Gap: How Udemy Is Helping Anyone Learn AnythingSFGate: Company culture, collaboration is focus at Udemy"
Software Engineer - Data Science,Amazon," Seattle, WA"," Job Description     We are in the business of enabling advertisers use Amazons vast shopping data to maximize their marketing investments. If you want to be part of disrupting the existing data analytics industry, look no further! Amazons Ad Platform Data Science team develops advertising measurement and analytics products and drives platform scientific development.   We are looking for a passionate, results oriented, and innovative engineer to play a role in the development of measurement and machine learning products that provide rich insight into advertising performance using Amazons unique data. Successful candidates for this position will be self-starters with strong design and coding skills who love shipping great product.   The reward? You will get to work with the latest in big data analytics platforms and work as one of the technical leaders in a team of brilliant engineers looking to make history!  In joining our team, you'll enjoy a competitive salary, great benefits, a creative and comfortable work environment, and the exciting opportunity to be part of a fast-paced and growing technology company.  Key Responsibilities:   - Work with business leaders to help define product requirements - Design and deliver advertising, brand analytics, and machine learning products within an Agile/Scrum environment - Build and maintain world-class customer experience and operational excellence for your deliverables      Basic Qualifications     Here are some things we'd like to see in every candidate: Masters degree or equivalent* in Computer Science, Computer or Electrical Engineering, Mathematics, or a related field plus at least 1 year of experience in software development (*Bachelors degree plus 3 years of progressively responsible software development experience may also be accepted).1 year of your experience should involve designing and implementing large-scale distributed systems using C++ or Java, Object Oriented design, and distributed programmingKnowledge of professional software engineering practices      Preferred Qualifications     Here are some things that we'd prefer to see, though none is independently a requirement:Previous experience with peta-byte scale data and analytical/data science product developmentExcellence in technical communication       "
Data Sciences Engineer,Sumo Logic," Redwood City, CA"," We are Sumo Logic, and we are building the Next Generation Log Management and Analytics solution --- delivered as a cloud-based service. We have 500+ enterprise customers with $160.5M in funding from the world's leading investors (Accel, Greylock, Sequoia, Sutter Hill, and DFJ Growth), and we are reshaping the Big Data landscape with its cloud-based machine data analytics platform with an All-Star team. The proliferation of machine log data has the potential to give organizations unprecedented real-time visibility into their infrastructure and operations. With this opportunity comes tremendous technical challenges around ingesting, managing, and understanding high-volume streams of heterogeneous data. Sumo Logic is building the next generation machine data intelligence platform: a cloud-based service designed for scalability and resilience, able to leverage both machine learning and user expertise in order to extract high-value insights from massive quantities of data. The Data Sciences Engineering team is looking for people to help us build the machine learning systems that power our live production service. Team members work on a wide variety of problems, including general backend systems engineering, algorithm development and experimentation, as well ensuring the scalability and operational robustness of components. Requirements  B.S. / M.S. / Ph.D. in Computer Sciences or related disciplines Desire to learn Scala, if you do not already know it Collaboration skills: communications, defining problems, formulating solutions, planning and executing Quantitative skills: algorithms / data structures, machine learning / statistics, back-of-the-envelope calculations, theoretical thinking  Desirable Experience with...  ...production-quality software development ...object-oriented programming (Java, C++, C#, Ruby, Python, ...) ...functional programming (Clojure, Scala, Haskell, F#, ...) ...applied machine learning or data mining ...multi-threaded programming and distributed systems ...modern software development practices (test-driven development, continuous integration, ...) ...operational issues (logging, metrics, troubleshooting) ...help manage exabytes of data using the latest and greatest technologies such as Kafka, Mesos, Spark and Docker!  "
Director of Data Science,Lattice Engines," San Mateo, CA"," We like to think were at the head of the class when it comes to helping businesses accelerate revenue growth and gain a competitive edge. With solutions to improve conversion and win rates at every stage of the revenue cycle, Lattice is the leader in predictive marketing and sales.Our rapidly growing customer base includes companies of all sizes and from nearly every industry. Tens of thousands of marketing and sales professionals around the world use our open and secure applications to increase conversion rates by as much as three times.We are privately held and backed by Sequoia Capital and New Enterprise Associates with headquarters in San Mateo and offices in Austin, Boston, and New York City.Data Science is at the heart of the company DNA. Our mission is to make data science accessible to everyone and to automate the process of data preparation and data modeling, with minimum end users involvement.As head of data science you'll have both external and internal facing responsibilities. As the Head of Data Science you will be promoting Lattices expertise in customers facing situation but also refining our data science vision and leading a talented team of scientists to improve our products. The team covers broad range of supervised learnings modeling with emphasis on Random Forest, but also using other technics such as Natural Language Processing, Collaborative Filtering, Ranking etc Ideal candidate should:have the desire, ability and passion to become an industry thought leader and act as a company ambassadorbe passionate and knowledgeable about a range of machine learning technics ranging from decision trees, to time series, bayesian networks, neural networks, clustering, nlp etcbe enthusiastic in combining theoretical knowledge with deep business understanding to deliver practical value to Lattice productshave experience leading a team of scientists and manage conflicting prioritiesbe comfortable interacting with all parts of the organization including sales and engineering "
"Director, Data Sciences Influent50",AARP," Washington, DC","   Business Unit Description    AARP Services, Inc. Were millions of members strongwith more joining us every day the largest and most powerful grassroots organization around, according to Fortune magazine. In fact, our commitment and collective strength enables us to serve and support a broad and diverse membership as well as embrace our own workplace diversity. Heres your chance to take action in Washington, DC and throughout the US!ASI is a service organization managing the licensing of the AARP brand and related assets and overseeing the provider relationships that deliver products and services to the 50+ population.ASIs mission is to inspire new and innovative business practices, guide consumers to make informed choices, and deliver products and services that better fulfill life-stage needs   Summary Statement    AARP Services (ASI) is an $800 million for-profit division of AARP. ASIs revenue is derived from 80+ top national brands that co-develop products leveraging AARPs brand and market to its membership of 38M consumers. ASI provides marketing support services to these partners in the form of creative QC, data management and governance, analytics and reporting deliverables, and other marketing functions.Additionally, in 2014 ASI launched a new direct marketing agency, Influent50, which is focused on reaching and engaging AARPs 38M members, as well as the most valuable segment in the US, 110M consumers age 50+. Influent50 provides a full suite of advertising and marketing services. Additionally, the agency manages a multi-media co-op program with an advertising budget of $40M+. The Director, Advanced Analytics role is a highly desirable position responsible for both strategic development of new data products & services, as well as leadership of the modeling and analytic team. The primary focus of the position will be on producing high quality analytic deliverables for clients that yield superior business results, and in turn, drive agency revenue growth. These deliverables include advanced methodologies for multi-channel marketing and measurement. Additionally, this role will develop new techniques for big data analytics and reporting, including the integration of online and offline data.   Responsibilities    In addition to leading strategic efforts, this person will:   Provide hands-on leadership to a world class data sciences and statistical team, and related vendors.  Utilize expertise for ASI analytic deliverables in support of the +80 clients and AARP mission. Deliverables include multi-channel marketing files, analytic reports, insights and interpretation.  Interpret a wide and varied set of data and analytic outputs to derive actionable insights and prescriptive recommendations for I50 clients. Leverage ingenuity to deduce causal relationships between both conflicting and correlated information, and guide team through rational decision processes.  Expand upon data partner ecosystem and drive development of new models, segmentation schemes and derived elements to support our data product suite tailored for the 50+ audience.  Oversee and direct various analytic activities including the ability to create blended online & offline insights using a diverse set of platforms and tools.  Responsible for meeting ongoing ASI and I50 client analytic needs including on time/on budget delivery of client projects.  Provide client and sales support. Present results and recommendations to clients and stakeholders.  The AARP Services, Inc. (ASI) analytic responsibilities contribute significantly to the organizations overall success, supporting both ASI and Influent50. Deliverables are high profile, including some that reach the AARP E Team & board levels. Additionally, Influent50 is a fast-paced marketing services agency within ASI. Our team of seasoned marketing professionals, creative staff, and media partners collaborate closely to design, develop, execute, measure, and improve integrated marketing programs on behalf of our clients. The Director, Advanced Analytics, plays a critical role in shaping agency processes for success.Works on complex problems where analysis of situations or data requires an in-depth evaluation of various factors. Exercises judgment in selecting methods, techniques and evaluation criteria for obtaining results.Normally receives minimal instructions on recurrent work assignments and only general instructions on new or more complex assignments. Decisions are made independently and affect the work of others. Typically determines methods and procedures on new assignments. Uses professional concepts and practices to solve a wide range of difficult problems.Role is advisory in nature to achieve results through direct and indirect reports; however hands-on leadership is required. Verbal and written communication involves exchange of technical or complex information. Called upon to influence or negotiate with internal/external contacts on matters of consequence to the group.   Requirements      B.S. in statistics or mathematics. M.S. or PhD in statistics or mathematics preferred  15+ years in direct marketing, marketing services, consulting, and/or digital advertising agency  Expert level knowledge with predictive modeling and analytics, their practical applications in multi-channel campaigns, including multi-variate test design and contact optimization   Hands-on experience in advanced analytic methodologies including: Bayesian, regression, cloning, k-means clustering, and CHAID decision tree to drive specific marketing or business outcomes.   Proficiency in use of online/offline data for marketing and analytics, infrastructure and processes required to manage and mobilize data for analytic purposes. Working knowledge of industry vendors.  Proficiency with analytic tools such as SQL, SAS, SPSS, Alteryx; and BI tools such as Tableau   Data Scientist / Big data proficiency with tools such as Omniture, Google Analytics, Hadoop, Hive, etc.   Ability to develop project plans, and manage strategic projects across internal teams and clients; motivate people to action  Ability to build trust and achieve results through others in a matrix environment  Solid presentation skills, ability to create content in Power Point, Word, and Excel. Able to articulate complex insights and interpretations in high level terms to non-technical colleagues, clients & vendors.  Must be a self-starter with ability to take new work assignments with little supervision    Benefits Offered     AARP offers competitive benefits with a 401K, 100% company funded pension plan, health, dental, vision and life insurance, STD/LTD, paid vacation and sick, and other benefits.   Equal Employment Opportunity    We are an Equal Opportunity Employer that values workplace diversity. *LI-TS#CB#  "
Senior Software Engineer - Data Science,Amazon," Seattle, WA"," Job Description     We are in the business of enabling advertisers use Amazons vast shopping data to maximize their marketing investments. If you want to be part of disrupting the existing data analytics industry, look no further! Amazons Ad Platform Data Science team develops advertising measurement and analytics products and drives platform scientific development.   We are looking for a passionate, results oriented, and innovative senior engineer to play a leading role in the development of measurement and machine learning products that provide rich insight into advertising performance using Amazons unique data. Successful candidates for this position will be self-starters with strong design and coding skills who love shipping great product.   The reward? You will get to work with the latest in big data analytics platforms and work as one of the technical leaders in a team of brilliant engineers looking to make history!  In joining our team, you'll enjoy a competitive salary, great benefits, a creative and comfortable work environment, and the exciting opportunity to be part of a fast-paced and growing technology company.  Key Responsibilities:   - Work with business leaders to help define product requirements - Design and deliver advertising, brand analytics, and machine learning products within an Agile/Scrum environment - Build and maintain world-class customer experience and operational excellence for your deliverables      Basic Qualifications     Here are some things we'd like to see in every candidate: Masters degree or equivalent* in Computer Science, Computer or Electrical Engineering, Mathematics, or a related field plus at least three years of experience in software development (*Bachelors degree plus five years of progressively responsible software development experience may also be accepted).Two years of experience must involve designing and implementing large-scale distributed systems using C++ or Java, Object Oriented design, and distributed programmingKnowledge of professional software engineering practices & best practices for the full software development life cycle including coding standards, code reviews, source control management, build processes, testing, and operationsStrong track record of product design and delivery      Preferred Qualifications     Here are some things that we'd prefer to see, though none is independently a requirement:Previous experience with peta-byte scale data and analytical/data science product developmentExcellence in technical communication       "
Senior Data Science Engineer,Chegg," Santa Clara, CA"," Senior Data Science EngineerAnalytics | Santa Clara, CAYour goal  to improve the education process and better the lives of students -- through data and analytics.  Organization: Data Engineering The Data Engineering team is central to Chegg  supporting every business line and functional organization at the company. It is a team composed of data modelers, data engineers, data science engineers and architects. The team influences strategy and tactics for Cheggs data ecosystem. Role: Data Science EngineerYour primary focus will be bringing to production a new set of data products and services at Chegg. These will be built upon data science, recommendation systems, and other algorithmic approaches. We have no attachment to legacy processes. You will work very closely with our Analytics team to bring Big Data solutions to our application layer. Youll select the best technologies and influence which algorithms make sense to use.This is a highly technical role and not for amateurs. You will need extensive experience in working with various Big Data tools, machine learning models, and engineering platforms. In addition, you must be a leader that can provide guidance and mentorship. Responsibilities:Influence data science algorithms and services that will be used as the backbone of recommendation engines, discovery platforms, custom matching services, and for internal analysis purposes.Migrate models and systems from prototype to full production.Participate in the architectural design of data science platforms that will unite data science capabilities with data engineering, and product engineering.Develop presentations to communicate broadly across the product groups and business units. Requirements:  B.S. in Computer Science, Statistics, Math or related quantitative fields.5-7 years of demonstrated success in moving systems from their prototype stage into full production.Have an extensive engineering toolset including an advanced understanding of MapReduce, and machine learning algorithms.Expert with Hadoop from both the operational and engineering perspectivesExpert with Java in the MapReduce use case.Fluent in writing SQL queries for data manipulation.Passionate about producing high-quality engineering deliverables and communicating results to a broad audience.Self-motivated; independent, organized and proactive; highly responsive, flexible, and adaptable when working across multiple teams.Preferred: Expert in at least one of the scripting languages such as Python, Perl or Ruby.Experience working with Amazon EMR.Chegg out our culture and benefits!http://www.chegg.com/jobs/benefits https://www.youtube.com/watch?v=YYHnkwiD7Oohttp://techblog.chegg.com/  Chegg is an equal opportunity employer"
