Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
HMHC,Houghton Mifflin Harcourt Company,25.9,3714590354,n/a,2013,Consumer Services,Books,http://www.nasdaq.com/symbol/hmhc
HWCC,Houston Wire & Cable Company,9.25,159154676.8,n/a,2006,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hwcc
HOVNP,Hovnanian Enterprises Inc,10.3,51500000,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/hovnp
HBMD,"Howard Bancorp, Inc.",14.99,95318232.12,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbmd
HSNI,"HSN, Inc.",72.2,3788502515,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hsni
HTGM,"HTG Molecular Diagnostics, Inc.",9.93,67782587.13,n/a,2015,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/htgm
HUBG,"Hub Group, Inc.",42.62,1566024848,n/a,1996,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/hubg
HCBK,"Hudson City Bancorp, Inc.",10.42,5517712207,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hcbk
HSON,"Hudson Global, Inc.",2.25,76644117,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/hson
HDSN,"Hudson Technologies, Inc.",3.27,106670813.9,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/hdsn
HBAN,Huntington Bancshares Incorporated,11.73,9484036290,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hban
HBANP,Huntington Bancshares Incorporated,1357.9999,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbanp
HURC,"Hurco Companies, Inc.",31.9,208999804.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hurc
HURN,Huron Consulting Group Inc.,74.73,1730796869,n/a,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hurn
HTCH,Hutchinson Technology Incorporated,1.45,48524835.8,n/a,1985,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/htch
HBP,"Huttig Building Products, Inc.",3.134,77939292.43,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hbp
HDRA,Hydra Industries Acquisition Corp.,9.663,96630000,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/hdra
HDRAR,Hydra Industries Acquisition Corp.,0.35,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/hdrar
HDRAU,Hydra Industries Acquisition Corp.,10.099,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/hdrau
HDRAW,Hydra Industries Acquisition Corp.,0.25,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/hdraw
HYGS,Hydrogenics Corporation,8.71,87904586.25,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hygs
IDSY,"I.D. Systems, Inc.",5.3,69701513.7,n/a,1999,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/idsy
IACI,IAC/InterActiveCorp,77.7,5932448613,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/iaci
IKGH,Iao Kun Group Holding Company Limited,1.84,111232257.8,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/ikgh
IBKC,IBERIABANK Corporation,64.99,2481418350,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkc
ICAD,icad inc.,3.39,53118720.21,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icad
IEP,Icahn Enterprises L.P.,80.48,10045300248,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/iep
ICFI,"ICF International, Inc.",33.74,658779741.9,n/a,2006,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/icfi
ICLR,ICON plc,78.58,4760418833,n/a,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/iclr
ICON,"Iconix Brand Group, Inc.",21.77,1039192648,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/icon
ICUI,"ICU Medical, Inc.",98.1,1547816110,n/a,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui
IPWR,Ideal Power Inc.,7.32,68017161.84,n/a,2013,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ipwr
INVE,"Identiv, Inc.",4.17,44844338.46,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/inve
IDRA,"Idera Pharmaceuticals, Inc.",3.44,405491093.9,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/idra
IDXX,"IDEXX Laboratories, Inc.",66.46,6220075671,n/a,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/idxx
DSKY,iDreamSky Technology Limited,11.8,155422166,13171370,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsky
IROQ,"IF Bancorp, Inc.",16.5564,71003065.11,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/iroq
IRG,"Ignite Restaurant Group, Inc.",4.68,122355983.9,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/irg
RXDX,"Ignyta, Inc.",13.75,347352816.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxdx
IIVI,II-VI Incorporated,17.05,1041191310,n/a,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/iivi
KANG,"iKang Healthcare Group, Inc.",16.75,694628061,41470332,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/kang
IKAN,"Ikanos Communications, Inc.",1.75,29895159,n/a,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ikan
IKNX,Ikonics Corporation,14.5,29264668.5,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/iknx
ILMN,"Illumina, Inc.",217.19,31297079000,n/a,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/ilmn
ISNS,"Image Sensing Systems, Inc.",4.17,20874198.51,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/isns
IMMR,Immersion Corporation,11.64,326103399.8,n/a,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr
ICCC,ImmuCell Corporation,10.6,32107760.4,n/a,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/iccc
IMDZ,Immune Design Corp.,21.04,420627093.3,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imdz
IMNP          ,Immune Pharmaceuticals Inc.,1.7828,43949036.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imnp          
IMGN,"ImmunoGen, Inc.",17.86,1539265118,n/a,1989,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imgn
IMMU,"Immunomedics, Inc.",2.11,197210016.9,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/immu
IPXL,"Impax Laboratories, Inc.",48.42,3471820669,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl
IMMY,"Imprimis Pharmaceuticals, Inc.",7.83,74784533.58,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy
INCR,"INC Research Holdings, Inc.",43.16,2643708527,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr
SAAS,"inContact, Inc.",8.97,551541125.9,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/saas
INCY,Incyte Corporation,103.74,18573904325,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy
INDB,Independent Bank Corp.,47.98,1254593659,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,13.96,320667551.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
IBTX,"Independent Bank Group, Inc",43.05,736989136.8,n/a,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx
IDSA,"Industrial Services of America, Inc.",3.88,30902671.28,n/a,n/a,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/idsa
INFN,Infinera Corporation,22.99,2980064404,n/a,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
INFI,"Infinity Pharmaceuticals, Inc.",8.68,425688778.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
IPCC,Infinity Property and Casualty Corporation,77.32,886581970.7,n/a,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
INFA,Informatica Corporation,48.48,5056997280,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/infa
III,"Information Services Group, Inc.",4.4,163516416.8,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii
IFON,InfoSonics Corp,2.89,41557896.55,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
IMKTA,"Ingles Markets, Incorporated",46.5,942079584,n/a,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
INWK,"InnerWorkings, Inc.",7.16,381802761.3,n/a,2006,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk
INNL,Innocoll AG,14.95,104797003.4,7009833,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/innl
INOD,Innodata Inc.,2.61,66130266.87,n/a,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",51.48,1077194238,n/a,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,42.64,1033606648,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
ISSC,"Innovative Solutions and Support, Inc.",3.055,51597844.09,n/a,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
INGN,"Inogen, Inc",41.8,806006702.6,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
ITEK,Inotek Pharmaceuticals Corporation,15.81,258129917.4,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek
INOV,"Inovalon Holdings, Inc.",24.87,632611947.6,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
INO,"Inovio Pharmaceuticals, Inc.",7.4,531393644.8,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
NSIT,"Insight Enterprises, Inc.",27.55,1067913101,n/a,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",2.74,33429090.52,n/a,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",26.86,1651937542,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
IIIN,"Insteel Industries, Inc.",16.54,304984831.1,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,30.82,1749063693,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",44.06,6294086966,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
IART,Integra LifeSciences Holdings Corporation,64.18,2113730626,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",19.66,2916655545,n/a,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
IESC,"Integrated Electrical Services, Inc.",6.71,144133316.3,n/a,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc
ISSI,"Integrated Silicon Solution, Inc.",21.77,691461047.6,n/a,1995,Technology,Semiconductors,http://www.nasdaq.com/symbol/issi
INTC,Intel Corporation,29.01,1.38E+11,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
IQNT,"Inteliquent, Inc.",17.31,581518406.2,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iqnt
IPCI,Intellipharmaceutics International Inc.,3.49,83359735.39,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
IPAR,"Inter Parfums, Inc.",30.16,934460580.6,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",41.25,2483937390,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
ININ,"Interactive Intelligence Group, Inc.",41.01,883612614.7,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inin
ICPT,"Intercept Pharmaceuticals, Inc.",269.47,6486765645,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
ICLD,"InterCloud Systems, Inc",2.07,48034240.29,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icld
ICLDW,"InterCloud Systems, Inc",1.3,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icldw
IDCC,"InterDigital, Inc.",57.08,2058732443,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",24.32,1606964818,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
IMI,"Intermolecular, Inc.",2.15,104007982.9,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,9.39,516162543.9,n/a,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,26.86,1783989736,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,34.04,1587697016,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,7.1584,137464086.7,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
IIJI,"Internet Initiative Japan, Inc.",9.79,21741592.84,2220796,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
PTNT,Internet Patents Corporation,3.07,30926222.16,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ptnt
INPH,Interphase Corporation,0.44,3693351.64,n/a,1984,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/inph
XENT,"Intersect ENT, Inc.",29.93,831524897.5,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent
INTX,"Intersections, Inc.",2.26,45242558.06,n/a,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
ISIL,Intersil Corporation,11.3,1489668367,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil
IILG,"Interval Leisure Group, Inc.",21.05,1209090340,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/iilg
IVAC,"Intevac, Inc.",4.87,111193729.6,n/a,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,29.6,561839938.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
INTLL,INTL FCStone Inc.,25.74,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intll
ITCI,Intra-Cellular Therapies Inc.,29.42,1028753765,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
IIN,IntriCon Corporation,6.81,39872706.63,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,105.52,29088577896,n/a,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",540.29,20001060345,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
INVT,"Inventergy Global, Inc.",0.39,14003781.87,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/invt
SNAK,"Inventure Foods, Inc.",10.18,199016923.3,n/a,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
ISTR,Investar Holding Corporation,15.32,111738135.8,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
ISBC,"Investors Bancorp, Inc.",12.2,4254802875,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,72.1,144769229.5,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,14.81,393380480.2,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
IVTY,"Invuity, Inc.",12,152413104,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty
IPAS,iPass Inc.,1.01,66216137.32,n/a,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
DTUL,Ipath US Treasury 2 Yr Bull ETN,64.0801,4583841.793,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul
DFVL,Ipath US Treasury 5 Year Bull E,64.2,1926000,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
IPCM,"IPC Healthcare, Inc.",51.66,898237681.7,n/a,2008,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ipcm
IPGP,IPG Photonics Corporation,93.3,4910245115,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
IRMD,iRadimed Corporation,20.91,229455111.3,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
IRIX,IRIDEX Corporation,6.9,69199313.4,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,7.72,729894386.6,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,280.8,140400000,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
IRBT,iRobot Corporation,31.07,923530365.8,n/a,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",10.4,1477801291,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,31.5,58896810,1869740,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp
COMT,iShares Commodities Select Strategy ETF,35.31,282480000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
GNMA,iShares Core GNMA Bond ETF,50.18,60216000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
FCHI,iShares FTSE China (HK Listed) Index Fund,51.96,31176000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fchi
IFAS,iShares FTSE EPRA/NAREIT Asia Index Fund,29.485,17691000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifas
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,38.63,65671000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.99,941686000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IFNA,iShares FTSE EPRA/NAREIT North America Index Fund,54.96,21984000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifna
ACWX,iShares MSCI ACWI ex US Index Fund,43.87,1956602000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,59.9,6457220000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,59.59,3783965000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
AXJS,iShares MSCI All Country Asia ex Japan Small Cap Index Fund,54.8,5480000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axjs
AAIT,iShares MSCI All Country Asia Information Technology Index Fun,32.3464,6469280,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aait
EEMA,iShares MSCI Emerging Markets Asia Index Fund,56.55,155512500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EMDI,iShares MSCI Emerging Markets Consumer Discrectionary Sector I,48.38,4838000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emdi
EEME,iShares MSCI Emerging Markets EMEA Index Fund,41.9999,8399980,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeme
EMEY,iShares MSCI Emerging Markets Energy Sector Capped Index Fund,26.72,1336000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emey
EGRW,iShares MSCI Emerging Markets Growth Index Fund,50.55,5055000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/egrw
EEML,iShares MSCI Emerging Markets Latin America Index Fund,30.76,9228000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeml
EVAL,iShares MSCI Emerging Markets Value Index Fund,39.45,19725000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eval
EUFN,iShares MSCI Europe Financials Sector Index Fund,23.52,437472000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,47.59,40451500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
QAT,iShares MSCI Qatar Capped ETF,21.92,48224000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
UAE,iShares MSCI UAE Capped ETF,20.24,33396000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae
IBB,iShares Nasdaq Biotechnology Index Fund,377.43,9492364500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,88.22,388168000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,31.3976,61225320,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,10.77,81852000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,50.89,277859400,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,30.1,954170000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,78.41,145058500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,89.6,452480000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov
ISIS,"Isis Pharmaceuticals, Inc.",53.05,6350792740,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/isis
ISLE,"Isle of Capri Casinos, Inc.",17.93,727961496.4,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/isle
ISRL,"Isramco, Inc.",140,380476740,n/a,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl
ITRI,"Itron, Inc.",30.84,1185820698,n/a,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,25.94,608952680.1,n/a,2005,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn
ITUS,ITUS Corporation,5.3,46413626.4,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/itus
XXIA,Ixia,12.57,998395215.4,n/a,2000,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xxia
IXYS,IXYS Corporation,13.49,430850122.2,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
JJSF,J & J Snack Foods Corp.,114.97,2148935772,n/a,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",53.05,106937129,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",84.15,9808172253,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",69.07,3329632487,n/a,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JASO,"JA Solar Holdings, Co., Ltd.",7.67,331783989.6,43257365,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
JKHY,"Jack Henry & Associates, Inc.",69.95,5665438106,n/a,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,93.51,3495453267,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
JXSB,Jacksonville Bancorp Inc.,23.9,43159671.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
JAXB,"Jacksonville Bancorp, Inc.",13.1,75930822.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jaxb
JAGX,"Jaguar Animal Health, Inc.",3.5,28419730.5,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx
JAKK,"JAKKS Pacific, Inc.",9.71,227263579.3,n/a,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk
JMBA,"Jamba, Inc.",15.55,248765727.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba
JRVR,"James River Group Holdings, Ltd.",27.23,777153730.5,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/jrvr
ERW,Janus Equal Risk Weighted Large Cap ETF,52.66,28963526.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/erw
JASN,"Jason Industries, Inc.",5.34,117430156.4,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasn
JASNW,"Jason Industries, Inc.",0.32,0,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasnw
JAZZ,Jazz Pharmaceuticals plc,190.68,11644246026,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
JD,"JD.com, Inc.",33.29,21139321577,635005154,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd
JDSU,JDS Uniphase Corporation,11.11,2601375781,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/jdsu
VIAVV,JDS Uniphase Corporation,7.13,0,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/viavv
